KOD_SUKL;DATOD;DATDO;POVOL_BALENI;UCEL;PRACOVISTE;DISTRIBUTOR;POZNAMKA;PREDKLADATEL;VYROBCE
0284966;28.05.2025;30.04.2029;25000;"Zabezpeèení léèivého pøípravku v lékové formì 0,9% infuzního roztoku chloridu sodného, kterı je indikován:
-pøi léèbì izotonické extracelulární dehydratace,
-pøi léèbì deplece sodíku
-jako rozpouštìdlo kompatibilních léèivıch pøípravkù pro parenterální podání.";Poskytovatelé zdravotních slueb formou ambulantní a lùkové péèe.;PROMEDICA PRAHA GROUP, a.s., Juárezova 1071/17, 160 00 Praha 6;"-V souladu s tímto rozhodnutím je léèivé pøípravky moné distribuovat do 30. 4. 2026. Léèivé pøípravky dodané do lékáren je moné vydávat a pouívat pøi poskytování zdravotních slueb po dobu jejich doby pouitelnosti.
-Poèet balení platí souhrnnì pro obì jazykové varianty léèivého pøípravku.";PROMEDICA PRAHA GROUP, a.s., Juárezova 1071/17, 160 00 Praha 6;POLIFARMA ILAÇ SAN. VE TIC. A.ª., Vakiflar OSB Mahallesi, Sanayi Caddesi, No:22/1, Ergene/TEKIRDAG, 59930 Turecko
0284967;28.05.2025;30.04.2029;25000;"Zabezpeèení léèivého pøípravku v lékové formì 0,9% infuzního roztoku chloridu sodného, kterı je indikován:
-pøi léèbì izotonické extracelulární dehydratace,
-pøi léèbì deplece sodíku
-jako rozpouštìdlo kompatibilních léèivıch pøípravkù pro parenterální podání.";Poskytovatelé zdravotních slueb formou ambulantní a lùkové péèe.;PROMEDICA PRAHA GROUP, a.s., Juárezova 1071/17, 160 00 Praha 6;"-V souladu s tímto rozhodnutím je léèivé pøípravky moné distribuovat do 30. 4. 2026. Léèivé pøípravky dodané do lékáren je moné vydávat a pouívat pøi poskytování zdravotních slueb po dobu jejich doby pouitelnosti.
-Poèet balení platí souhrnnì pro obì jazykové varianty léèivého pøípravku.";PROMEDICA PRAHA GROUP, a.s., Juárezova 1071/17, 160 00 Praha 6;POLIFARMA ILAÇ SAN. VE TIC. A.ª., Vakiflar OSB Mahallesi, Sanayi Caddesi, No:22/1, Ergene/TEKIRDAG, 59930 Turecko
0284968;28.05.2025;30.04.2029;55000;"Zabezpeèení léèivého pøípravku v lékové formì 0,9% infuzního roztoku chloridu sodného, kterı je indikován:
-pøi léèbì izotonické extracelulární dehydratace,
-pøi léèbì deplece sodíku
-jako rozpouštìdlo kompatibilních léèivıch pøípravkù pro parenterální podání.";Poskytovatelé zdravotních slueb formou ambulantní a lùkové péèe.;PROMEDICA PRAHA GROUP, a.s., Juárezova 1071/17, 160 00 Praha 6;"-V souladu s tímto rozhodnutím je léèivé pøípravky moné distribuovat do 30. 4. 2026. Léèivé pøípravky dodané do lékáren je moné vydávat a pouívat pøi poskytování zdravotních slueb po dobu jejich doby pouitelnosti.
-Poèet balení platí souhrnnì pro obì jazykové varianty léèivého pøípravku.";PROMEDICA PRAHA GROUP, a.s., Juárezova 1071/17, 160 00 Praha 6;POLIFARMA ILAÇ SAN. VE TIC. A.ª., Vakiflar OSB Mahallesi, Sanayi Caddesi, No:22/1, Ergene/TEKIRDAG, 59930 Turecko
0284969;28.05.2025;30.04.2029;55000;"Zabezpeèení léèivého pøípravku v lékové formì 0,9% infuzního roztoku chloridu sodného, kterı je indikován:
-pøi léèbì izotonické extracelulární dehydratace,
-pøi léèbì deplece sodíku
-jako rozpouštìdlo kompatibilních léèivıch pøípravkù pro parenterální podání.";Poskytovatelé zdravotních slueb formou ambulantní a lùkové péèe.;PROMEDICA PRAHA GROUP, a.s., Juárezova 1071/17, 160 00 Praha 6;"-V souladu s tímto rozhodnutím je léèivé pøípravky moné distribuovat do 30. 4. 2026. Léèivé pøípravky dodané do lékáren je moné vydávat a pouívat pøi poskytování zdravotních slueb po dobu jejich doby pouitelnosti.
-Poèet balení platí souhrnnì pro obì jazykové varianty léèivého pøípravku.";PROMEDICA PRAHA GROUP, a.s., Juárezova 1071/17, 160 00 Praha 6;POLIFARMA ILAÇ SAN. VE TIC. A.ª., Vakiflar OSB Mahallesi, Sanayi Caddesi, No:22/1, Ergene/TEKIRDAG, 59930 Turecko
0284970;28.05.2025;30.04.2029;76000;"Zabezpeèení léèivého pøípravku v lékové formì 0,9% infuzního roztoku chloridu sodného, kterı je indikován:
-pøi léèbì izotonické extracelulární dehydratace,
-pøi léèbì deplece sodíku
-jako rozpouštìdlo kompatibilních léèivıch pøípravkù pro parenterální podání.";Poskytovatelé zdravotních slueb formou ambulantní a lùkové péèe.;PROMEDICA PRAHA GROUP, a.s., Juárezova 1071/17, 160 00 Praha 6;"-V souladu s tímto rozhodnutím je léèivé pøípravky moné distribuovat do 30. 4. 2026. Léèivé pøípravky dodané do lékáren je moné vydávat a pouívat pøi poskytování zdravotních slueb po dobu jejich doby pouitelnosti.
-Poèet balení platí souhrnnì pro obì jazykové varianty léèivého pøípravku.";PROMEDICA PRAHA GROUP, a.s., Juárezova 1071/17, 160 00 Praha 6;POLIFARMA ILAÇ SAN. VE TIC. A.ª., Vakiflar OSB Mahallesi, Sanayi Caddesi, No:22/1, Ergene/TEKIRDAG, 59930 Turecko
0284971;28.05.2025;30.04.2029;76000;"Zabezpeèení léèivého pøípravku v lékové formì 0,9% infuzního roztoku chloridu sodného, kterı je indikován:
-pøi léèbì izotonické extracelulární dehydratace,
-pøi léèbì deplece sodíku
-jako rozpouštìdlo kompatibilních léèivıch pøípravkù pro parenterální podání.";Poskytovatelé zdravotních slueb formou ambulantní a lùkové péèe.;PROMEDICA PRAHA GROUP, a.s., Juárezova 1071/17, 160 00 Praha 6;"-V souladu s tímto rozhodnutím je léèivé pøípravky moné distribuovat do 30. 4. 2026. Léèivé pøípravky dodané do lékáren je moné vydávat a pouívat pøi poskytování zdravotních slueb po dobu jejich doby pouitelnosti.
-Poèet balení platí souhrnnì pro obì jazykové varianty léèivého pøípravku.";PROMEDICA PRAHA GROUP, a.s., Juárezova 1071/17, 160 00 Praha 6;POLIFARMA ILAÇ SAN. VE TIC. A.ª., Vakiflar OSB Mahallesi, Sanayi Caddesi, No:22/1, Ergene/TEKIRDAG, 59930 Turecko
0284972;28.05.2025;30.04.2029;93200;"Zabezpeèení léèivého pøípravku v lékové formì 0,9% infuzního roztoku chloridu sodného, kterı je indikován:
-pøi léèbì izotonické extracelulární dehydratace,
-pøi léèbì deplece sodíku
-jako rozpouštìdlo kompatibilních léèivıch pøípravkù pro parenterální podání.";Poskytovatelé zdravotních slueb formou ambulantní a lùkové péèe.;PROMEDICA PRAHA GROUP, a.s., Juárezova 1071/17, 160 00 Praha 6;"-V souladu s tímto rozhodnutím je léèivé pøípravky moné distribuovat do 30. 4. 2026. Léèivé pøípravky dodané do lékáren je moné vydávat a pouívat pøi poskytování zdravotních slueb po dobu jejich doby pouitelnosti.
-Poèet balení platí souhrnnì pro obì jazykové varianty léèivého pøípravku.";PROMEDICA PRAHA GROUP, a.s., Juárezova 1071/17, 160 00 Praha 6;POLIFARMA ILAÇ SAN. VE TIC. A.ª., Vakiflar OSB Mahallesi, Sanayi Caddesi, No:22/1, Ergene/TEKIRDAG, 59930 Turecko
0284973;28.05.2025;30.04.2029;93200;"Zabezpeèení léèivého pøípravku v lékové formì 0,9% infuzního roztoku chloridu sodného, kterı je indikován:
-pøi léèbì izotonické extracelulární dehydratace,
-pøi léèbì deplece sodíku
-jako rozpouštìdlo kompatibilních léèivıch pøípravkù pro parenterální podání.";Poskytovatelé zdravotních slueb formou ambulantní a lùkové péèe.;PROMEDICA PRAHA GROUP, a.s., Juárezova 1071/17, 160 00 Praha 6;"-V souladu s tímto rozhodnutím je léèivé pøípravky moné distribuovat do 30. 4. 2026. Léèivé pøípravky dodané do lékáren je moné vydávat a pouívat pøi poskytování zdravotních slueb po dobu jejich doby pouitelnosti.
-Poèet balení platí souhrnnì pro obì jazykové varianty léèivého pøípravku.";PROMEDICA PRAHA GROUP, a.s., Juárezova 1071/17, 160 00 Praha 6;POLIFARMA ILAÇ SAN. VE TIC. A.ª., Vakiflar OSB Mahallesi, Sanayi Caddesi, No:22/1, Ergene/TEKIRDAG, 59930 Turecko
0285789;04.09.2025;31.03.2026;420;Zpøístupnìní fosmanogepixu pro léèbu pacientky s rezistentní fusariózou na podkladì získané imunodeficience.;Klinika dìtské hematologie a onkologie 2. LF a FN Motol, Fakultní nemocnice v Motole.;Almac Clinical Services (Ireland) Limited, Finnabair Industrial Estate 0, Dundalk, Co. Louth, A91P9KD, Irsko;;Fakultní nemocnicí v Motole, V Úvalu 84/1, 150 06 Praha 5;Basilea Pharmaceutica International Ltd,Hegenheimermattweg 167b, 4123 Allschwil, Švıcarsko
0285790;04.09.2025;31.03.2026;30;Zpøístupnìní fosmanogepixu pro léèbu pacientky s rezistentní fusariózou na podkladì získané imunodeficience.;Klinika dìtské hematologie a onkologie 2. LF a FN Motol, Fakultní nemocnice v Motole.;Almac Clinical Services (Ireland) Limited, Finnabair Industrial Estate 0, Dundalk, Co. Louth, A91P9KD, Irsko;;Fakultní nemocnicí v Motole, V Úvalu 84/1, 150 06 Praha 5;Basilea Pharmaceutica International Ltd,Hegenheimermattweg 167b, 4123 Allschwil, Švıcarsko
0285898;09.09.2025;31.12.2026;120;Zpøístupnìní garadacimabu k prevenci rekurentních atak hereditárního angioedému (HAE) u dospìlıch pacientù, kteøí se úèastnili klinické studie EU Number: 2024-510777-18-00 (protokol CSL312_3002), a to po jejím ukonèení. V rámci specifického léèebného programu mohou bıt léèeni pacienti, kteøí bìhem klinické studie mìli z léèby garadacimabem prospìch (tj. ádnı nebo velmi omezenı poèet atak HAE), nevyskytly se u nich klinicky vıznamné neádoucí úèinky a pokraèování léèby po ukonèení klinické studie je dle názoru ošetøujícího lékaøe pro daného pacienta nadále pøínosné.;"-Ústav klinické imunologie a alergologie, Fakultní nemocnice u sv. Anny v Brnì, Pekaøská 664/53, 602 00 Brno,
-Ústav imunologie 2. LF UK a FN Motol, Fakultní nemocnice v Motole, V Úvalu 84, 150 06 Praha 5.";WEP Clinical Ireland Ltd., Unit 17, Primeside Park, Kilshane Way, Northwest Business Park, Dublin 15, D15 EF83, Irsko;;CSL BEHRING GmbH, se sídlem Emil-von-Behring-Strasse 76, D-35041 Marburg, Nìmecko zastoupené spoleèností CSL BEHRING s.r.o., se sídlem Vyskoèilova 1461/2a, 140 00 Praha 4 - Michle;CSL Behring GmbH, Emil-von-Behring-Strasse 76, D-35041 Marburg, Nìmecko
0285950;20.10.2025;31.08.2028;3;Zabezpeèení léèivého pøípravku IRENAT TROPFEN v rámci vnitøního traumatologického plánu Jaderné elektrárny Dukovany v pøípadì radiaèní mimoøádné události jako antidota pøi intoxikaci radioaktivním jódem pøi alergii na jód.;Dümed s.r.o. (ordinace všeobecného praktického lékaøe), Dukovany 269, 675 50 Dukovany;PHOENIX lékárenskı velkoobchod, s.r.o., K pérovnì 945/7, Hostivaø, 102 00 Praha 10;;Dümed s.r.o., Sadová 423, 675 55 Hrotovice;MoNo chem-pharm Produkte GmbH, Leystraße 129, 1200 Wien, Rakousko
0285950;02.10.2025;31.07.2029;160;Zabezpeèení zásoby antidota pro léèbu osob kontaminovanıch radionuklidy v rámci Støedisek speciální zdravotní péèe o osoby ozáøené pøi radiaèních nehodách (SSZP) a v jinıch zdravotnickıch zaøízeních v Èeské republice a zabezpeèení léèivého pøípravku pro léèbu v souladu se souhrnem údajù o pøípravku pro potøebu zdravotnickıch zaøízení v Èeské republice.;"Poskytovatelé zdravotních slueb formou ambulantní nebo lùkové péèe a Støediska speciální zdravotní péèe o osoby ozáøené pøi radiaèních nehodách (SSZP). Koordinaci léèebného programu zabezpeèuje Toxikologické informaèní støedisko Kliniky pracovního lékaøství Všeobecné fakultní nemocnice v Praze.
Dle souhrnu údajù o pøípravku:
Pro léèbu hypertyreózy, pro blokování štítné lázy pøi scintigrafickém vyšetøení jinıch orgánù radioaktivnì znaèenım jódem nebo pøi imunoscintigrafii k detekci nádoru s protilátkami znaèenımi radioaktivním jódem. K detekci vrozené poruchy organifikace jódu (chloristanovı vyluèovací test). Dle souhrnu údajù o pøípravku je pøípravek urèen pro dìti a dospìlé.
Dle Pracovního postupu ? Zajištìní hospitalizace a péèe o ozáøené osoby (PP-VFN-052): Léèba vnitøní kontaminace radionuklidy jódu, podává se místo jodidu draselného u alergikù na jód.";PHOENIX lékárenskı velkoobchod, s.r.o., K Pérovnì 945/7, Hostivaø, 102 00 Praha 10;;Všeobecná fakultní nemocnice v Praze, U nemocnice 2/499, 128 08 Praha 2;MoNo chem-pharm Produkte GmbH, Leystraße 129, 1200 Wien, Rakousko
0289172;29.10.2025;31.10.2027;250;Zajištìní pokraèování léèby dìtského pacienta s metachromatickou leukodystrofií neregistrovanım léèivım pøípravkem SHP611 (HGT1110, TAK-611, rhASA), kterı uíval v rámci klinického hodnocení EU CT number 2024-514403-34-00 (èíslo protokolu HGT-MLD-071) a mìl z této léèby pøínos, po ukonèení klinického hodnocení. Léèba v rámci tohoto programu je moná do pøípadné progrese onemocnìní, neakceptovatelné toxicity nebo do odvolání souhlasu s léèbou ze strany zákonnıch zástupcù pacienta.;Klinika dìtské neurologie, Fakultní nemocnice Brno ? Dìtská nemocnice, Èernopolní 9, 613 00 Brno.;"Fisher Clinical Services GmbH, Im Wörth/3, Weil am Rhein, D-79576 Nìmecko (sídlo); Fisher Clinical Services GmbH ? Marie-Curie-Strasse 16, Rheinfelden (Baden) D-79618, Nìmecko (sklad)";;Takeda Development Center Americas, Inc., se sídlem Kendall Street 500, Cambridge, MA 02142, USA zastoupená spoleèností PPD Czech Republic, s.r.o., se sídlem Budìjovická Alej, Antala Staška 2027/79, 140 00 Praha 4, IÈO: 636 71 077;Takeda Manufacturing Austria AG, Industriestraße 67, 1221 Vienna, Rakousko
0289217;11.11.2025;31.10.2027;8000;"Zajištìní léèivého pøípravku s léèivou látkou itrakonazol v lékové formì perorálního roztoku k léèbì orální a/nebo ezofageální kandidózy u HIV pozitivních pacientù nebo jinak imunokompromitovanıch pacientù a k profylaxi hlubokıch mykotickıch infekcí, u nich se pøedpokládá citlivost na itrakonazol, pokud je standardní léèba povaována za nevhodnou; u pacientù s hematologickou malignitou nebo u pacientù podstupujících transplantaci kostní døenì, u nich se oèekává neutropenie (tj. < 500 bunìk/mikrolitr). Bezpeènost a úèinnost léèivého pøípravku Itraconazole/Kleva u dìtí nebyla stanovena. Pouití léèivého pøípravku Itraconazole/Kleva u pediatrickıch pacientù se nedoporuèuje, pokud není zjištìno, e potenciální pøínos pøevauje nad potenciálním rizikem.";Poskytovatelé zdravotních slueb formou ambulantní a lùkové péèe poskytující péèi v oborech hematologie a transfuzní lékaøství, dìtská onkologie a hematologie, infekèní lékaøství, specializované pracovištì ? transplantaèní centrum, klinická onkologie, dìtská onkologie a hematologie, radiaèní onkologie a onkogynekologie, otorinolaryngologie a chirurgie hlavy a krku, dìtská otorinolaryngologie, foniatrie.;Olikla s.r.o., Námìstí Smiøickıch 42, 281 63 Kostelec nad Èernımi lesy;;Olikla s.r.o., Námìstí Smiøickıch 42, 281 63 Kostelec nad Èernımi lesy;KLEVA Pharmaceuticals SA, 189 Parnithos Ave., 136 75 Acharnes ? Attiki, Øecko
0289243;18.11.2025;30.11.2027;72;"Zpøístupnìní léèby nerandomilastem pro pacienty starších 40 let s idiopatickou plicní fibrózou (IPF) a pro pacienty starších 18 let s progresivní plicní fibrózou (PPF) po splnìní kritérií uvedenıch v èásti 4.3. dokumentu Léèebnı plán pro perorální podávání nerandomilastu v rámci specifického léèebného programu u pacientù s IPF nebo PPF. Léèba nerandomilastem v rámci léèebného programu bude urèena pro pacienty:
-netolerující antifibrotickou léèbu nebo u kterıch je antifibrotická léèba kontraindikována, nebo
-u kterıch dochází k progresi onemocnìní pøes probíhající antifibrotickou léèbu, nebo
-k doplnìní antifibrotické léèby.";"- Pneumologická klinika 1.LF UK a FTN, Fakultní Thomayerova nemocnice, Vídeòská 800, 140 59 Praha 4 - Krè,
- I. klinika tuberkulózy a respiraèních nemocí, Všeobecná fakultní nemocnice v Praze, U Nemocnice 499/2, 128 08 Praha 2,
- Klinika pneumologie FNB a 3. LF UK, Fakultní nemocnice Bulovka, Budínova 67/2, 180 81 Praha 8 - Libeò,
- Klinika pneumologie a ftizeologie, Fakultní nemocnice Plzeò, Edvarda Beneše 1128/13, 301 00 Plzeò-Bory,
- Plicní klinika, Fakultní nemocnice Hradec Králové, Sokolská 581, 500 05 Hradec Králové - Novı Hradec,
- Klinika plicních nemocí a tuberkulózy, Fakultní nemocnice Olomouc, Zdravotníkù 248/7, 779 00 Olomouc,
- Klinika nemocí plicních a TBC, Fakultní nemocnice Brno, Jihlavská 20, 625 00 Brno,
- Plicní oddìlení, Nemocnice Jihlava, pøíspìvková organizace, Vrchlického 59, 586 01 Jihlava.";Almac Clinical Services Limited, 9 Charlestown Road, Seagoe Industrial Estate, Craigavon, BT63 5PW Velká Británie.;;Binger Strasse 173, 55216 Ingelheim am Rhein, Nìmecko zastoupené spoleèností Boehringer Ingelheim, spol. s r.o., se sídlem Purkyòova 2121/3, Nové Mìsto, 110 00 Praha 1;Boehringer Ingelheim Pharma GmbH & Co KG, Birkendorfer Strasse 65, 88397 Biberach an der Riss, Nìmecko
0289244;18.11.2025;30.11.2027;700;"Zpøístupnìní léèby nerandomilastem pro pacienty starších 40 let s idiopatickou plicní fibrózou (IPF) a pro pacienty starších 18 let s progresivní plicní fibrózou (PPF) po splnìní kritérií uvedenıch v èásti 4.3. dokumentu Léèebnı plán pro perorální podávání nerandomilastu v rámci specifického léèebného programu u pacientù s IPF nebo PPF. Léèba nerandomilastem v rámci léèebného programu bude urèena pro pacienty:
-netolerující antifibrotickou léèbu nebo u kterıch je antifibrotická léèba kontraindikována, nebo
-u kterıch dochází k progresi onemocnìní pøes probíhající antifibrotickou léèbu, nebo
-k doplnìní antifibrotické léèby.";"- Pneumologická klinika 1.LF UK a FTN, Fakultní Thomayerova nemocnice, Vídeòská 800, 140 59 Praha 4 - Krè,
- I. klinika tuberkulózy a respiraèních nemocí, Všeobecná fakultní nemocnice v Praze, U Nemocnice 499/2, 128 08 Praha 2,
- Klinika pneumologie FNB a 3. LF UK, Fakultní nemocnice Bulovka, Budínova 67/2, 180 81 Praha 8 - Libeò,
- Klinika pneumologie a ftizeologie, Fakultní nemocnice Plzeò, Edvarda Beneše 1128/13, 301 00 Plzeò-Bory,
- Plicní klinika, Fakultní nemocnice Hradec Králové, Sokolská 581, 500 05 Hradec Králové - Novı Hradec,
- Klinika plicních nemocí a tuberkulózy, Fakultní nemocnice Olomouc, Zdravotníkù 248/7, 779 00 Olomouc,
- Klinika nemocí plicních a TBC, Fakultní nemocnice Brno, Jihlavská 20, 625 00 Brno,
- Plicní oddìlení, Nemocnice Jihlava, pøíspìvková organizace, Vrchlického 59, 586 01 Jihlava.";Almac Clinical Services Limited, 9 Charlestown Road, Seagoe Industrial Estate, Craigavon, BT63 5PW Velká Británie.;;Binger Strasse 173, 55216 Ingelheim am Rhein, Nìmecko zastoupené spoleèností Boehringer Ingelheim, spol. s r.o., se sídlem Purkyòova 2121/3, Nové Mìsto, 110 00 Praha 1;Boehringer Ingelheim Pharma GmbH & Co KG, Birkendorfer Strasse 65, 88397 Biberach an der Riss, Nìmecko
