NAZEV;KOD_PRACOVISTE;KOD_LEKARNY;ICZ;ICO;MESTO;ULICE;PSC;LEKARNIK_PRIJMENI;LEKARNIK_JMENO;LEKARNIK_TITUL;WWW;EMAIL;TELEFON;FAX;ERP;TYP_LEKARNY;ZASILKOVY_PRODEJ;POHOTOVOST
BENU LÈk·rna;00203743916;89996160;89101720;49621173;Olomouc;Praûsk· 255/41;77900;P·ûov·;Pavla;Mgr.;www.benu.cz;olomouc.occity@benu.cz;705 837 301;;0;Z;;
BENU LÈk·rna;00201729083;52995530;52531000;49621173;Chomutov;éiûkovo n·mÏstÌ 5762;43001;Ji¯ÌËek;Miroslav;Mgr.;http://www.benu.cz;chomutov.occentral@benu.cz;703 462 268;;0;Z;;
BENU LÈk·rna;00203123494;58995650;58376000;49621173;Teplice;N·kladnÌ 3201;41501;Kroupov·;Eva;Mgr. ;www.benu.cz;teplice.ocalbert@benu.cz;703 462 281;;1;Z;;
BENU LÈk·rna;00203169304;65995930;65744000;49621173;Pardubice;Na Spravedlnosti 2792;53002;Ju¯enË·k;Erik  ;Mgr.;https://www.benu.cz;pardubice.naspravedlnosti@benu.cz;703 462 283 ;;1;Z;;
BENU LÈk·rna;00203210422;25995600;25995208;49621173;Kralupy nad Vltavou;MostnÌ 818;27801;Reissov·;Helena;PharmDr.;http://www.benu.cz;kralupy.vltava@benu.cz;703462234;;0;Z;;
BENU LÈk·rna;00201030382;65995810;65711000;49621173;Pardubice;S. K. Neumanna 2819;53002;Fialov· Hrab·Ëkov·;Radmila;PharmDr.;http://www.benu.cz;pardubice.ockaufland@benu.cz;703 462 219;;1;Z;;
BENU LÈk·rna;02995050000;02995090;02995050;49621173;Praha;Jugosl·vsk· 1/9;12000;Mareöov·;Petra;Mgr.;http://www.benu.cz;praha.jugoslavska@benu.cz;731 638 129;;1;Z;;
BENU LÈk·rna;00201111795;22995640;22995069;49621173;Slan˝;Wilsonova 596/8;27401;VyskoËilov·;Kamila;Mgr.;http://www.benu.cz;slany.wilsonova@benu.cz;703 462 256;;0;Z;;
BENU LÈk·rna;00201285752;24995330;24995002;49621173;Kutn· Hora;V·clavskÈ n·mÏstÌ 252/18;28401;Kun·ökov·       ;Petra ;PharmDr.;http://www.benu.cz;kutnahora.vnamesti@benu.cz;703 462 264;;1;Z;;
BENU LÈk·rna;63329000000;63995280;63329000;49621173;JiËÌn;Husova 64;50601;Kozlov·;Jana;Mgr.;http://www.benu.cz;jicin.husova@benu.cz;731 638 078;;1;Z;;
BENU LÈk·rna;89391000000;89995530;89391000;49621173;äternberk;N·draûnÌ 1617/1;78501;Kohutkov·;Anna;Mgr.;http://www.benu.cz;sternberk.nadrazni@benu.cz;731 638 027;;1;Z;;
BENU LÈk·rna;89204000000;89995340;89204000;49621173;UniËov;PlzeÚsk· 875;78391;Burdov·;Olga;Mgr.;http://www.benu.cz;unicov.plzenska@benu.cz;731 638 029;;1;Z;;
BENU LÈk·rna;00200370282;04995130;04995157;49621173;Praha;Opatovsk· 1753/12;14900;Bohuslavov·;Miroslava;Mgr.;http://www.benu.cz;praha.opatovska@benu.cz;703 462 214;;0;Z;;
BENU LÈk·rna;00200832511;95995113;95995025;49621173;JesenÌk;Dukelsk· 456/13;79001;Hermanov·;Michaela;PharmDr.;www.benu.cz;jesenik.dukelska@benu.cz;703 462 250;;0;Z;;
BENU LÈk·rna;00201305529;20995490;20995006;49621173;Beneöov;»ervenÈ Vröky 2217;25601;Fotrov·;Jaroslava;PharmDr.;www.benu.cz;benesov.ockaufland@benu.cz;703 462 243;;0;Z;;
BENU LÈk·rna;00203724372;10995001;10995018;02674602;Praha;Ukrajinsk· 900/13;10100;Skalick·;Miluöe;PharmDr.;http://www.benu.cz;praha.ukrajinska@benu.cz;731486484;;0;Z;;
BENU LÈk·rna;26995030000;26995270;26995030;49621173;Mlad· Boleslav;U stadionu 1234;29301;Pinkasov·;Andrea ;Mgr.;http://www.benu.cz;mlboleslav.ustadionu@benu.cz;731 638 019;;1;Z;;
BENU LÈk·rna;00200110999;72995267;72995327;49621173;Brno;ViniËnÌ 4049/235;61500;Nesejtov·;Kate¯ina;PharmDr. ;http://www.benu.cz;brno.vinicni@benu.cz;703 462 215;;1;Z;;
BENU LÈk·rna;00203371529;28995750;28995013;04320948;Brand˝s nad Labem-Star· Boleslav;Boleslavsk· 1779;25001;Bertov·;Eva ;PharmDr.;http://www.benu.cz;lekarnastaraboleslav@seznam.cz, stara.boleslav@benu.cz;606 756 575;;0;Z;;
BENU LÈk·rna;94345000000;94995043;94345000;49621173;Roûnov pod RadhoötÏm;Bayerova 51;75661;ätÈblov·;Jolana;Mgr.;http://www.benu.cz/;roznov.bayerova@benu.cz;731 638 153;;1;Z;;
BENU LÈk·rna;00203542635;91995194;91995526;49621173;Ostrava;17. listopadu 6242;70800;çupov·;Eva;PharmDr.;www.benu.cz;ostrava.eshop@benu.cz;737 233 944;;0;Z;ANO;
BENU LÈk·rna;00203724287;55995570;55461000;02674602;Lovosice;äkolnÌ 455/5;41002;Strubichov·;Karin;Mgr.;http://www.benu.cz;lovosice.skolni@benu.cz;416 533 375;;0;Z;;
BENU LÈk·rna;00203724279;28995780;28168000;02674602;ÿÌËany;Bar·kova 237/8;25101;Klap·lkov·;Andrea;Mgr.;http://www.benu.cz;ricany.oclihovar@benu.cz;604 919 292;;0;Z;;
BENU LÈk·rna;00203724303;51995911;51465000;02674602;DÏËÌn;BezruËova 790/5;40502;Navr·tilov·;ä·rka;PharmDr.;http://www.benu.cz;decin.bezrucova@benu.cz;412530160;;0;Z;;
BENU LÈk·rna;00203724364;29995902;29995072;02674602;Roztoky;Masarykova 526;25263;äoustalov·;Juta;Mgr.;http://www.benu.cz;roztoky.masarykova@benu.cz;220911585, 705837306;;0;Z;;
BENU LÈk·rna;00200375927;91995174;91995106;49621173;Ostrava;Prodlouûen· 807;72000;Proökov·;Lucie;Ing. Mgr.;http://www.benu.cz;ostrava.hrabova@benu.cz;703 462 213;;0;Z;;
BENU LÈk·rna;00201162013;89996070;89101270;49621173;Olomouc;Jeremenkova 103/23;77900;Turina;Myroslava;Mgr.;http://www.benu.cz;olomouc.jeremenkova@benu.cz;703 462 261;;0;Z;;
BENU LÈk·rna;00201309526;21995430;21995003;49621173;Beroun;ObchodnÌ 250;26601;V·vra;VojtÏch;PharmDr.;http://www.benu.cz;beroun.ockaufland@benu.cz;703 462 239;;1;Z;;
BENU LÈk·rna;00200514571;26995480;26995105;49621173;Mlad· Boleslav;U stadionu 1276;29301;Klotzbergov·;Monika ;PharmDr.;http://www.benu.cz;mlboleslav.ockaufland@benu.cz;703 462 210;;1;Z;;
BENU LÈk·rna;00200827616;34995600;34650000;49621173;DaËice;TouûÌnsk· 199;38001;Klivick˝;Michal;Mgr.;www.benu.cz;dacice@benu.cz;703 462 225;;0;Z;;
BENU LÈk·rna;00213676918;10995002;10995103;49621173;Praha;Topolov· 2915/16;10600;Linhov·;Kate¯ina;Mgr.;http://www.benu.cz;praha10.occil@benu.cz;705 837 322;;0;Z;;
BENU LÈk·rna;00201976710;06995730;06995081;49621173;Praha;BÏlohorsk· 258/43;16900;Wolfeov·;Monika;Mgr.;http://www.benu.cz;praha.belohorska@benu.cz;703 462 265;;0;Z;;
BENU LÈk·rna;00202013289;44995950;44040500;49621173;PlzeÚ;Masarykova 1201/75;31200;Hloûkov·;Jarmila;PharmDr.;http://www.benu.cz;plzen.doubravka@benu.cz;703 462 275;;1;Z;;
BENU LÈk·rna;00213304117;92995670;92664000;49621173;P¯erov;Lipnick· 3657/6;75002;Hl·vkov·;Lucie;PharmDr.;www.benu.cz;prerov.lipnicka@benu.cz;705 837 317;;0;Z;;
BENU LÈk·rna;00213568812;06995770;06995084;49621173;Praha;Aviatick· 1017/2;16100;Hronec;MatÏj;PharmDr. ;http://www.benu.cz;praha.letiste@benu.cz;705 837 318;;0;Z;;
BENU LÈk·rna;00213773126;03995130;03995064;49621173;Praha;SobÏslavsk· 2237/31;13000;»up·k;Maroö;Mgr.;http://www.benu.cz;praha.sobeslavska@benu.cz;705 837 325;;0;Z;;
BENU LÈk·rna;00213903167;89996190;89101890;49621173;Olomouc;Kafkova 465/47a;78301;Macfeldov·;Martina;Mgr.;www.benu.cz;olomouc.kafkova@benu.cz;705 837 323;;0;Z;;
BENU LÈk·rna;00202603615;38995290;38354000;49621173;Strakonice;BezdÏkovsk· 30;38601;PolÌvkov·;Dagmar;PharmDr.;www.benu.cz;strakonice.ocmaxim@benu.cz;703 462 278;;0;Z;;
BENU LÈk·rna;00202616973;85995381;85262000;28646801;Vrbno pod PradÏdem;Jesenick· 633;79326;Klapuchov·;Jaroslava;Mgr.;;;558 271 327;;0;Z;;
BENU LÈk·rna;00202723077;29995900;29995073;49621173;Chr·öùany;SevernÌ 253;25219;KuËerov·;Marika;Mgr.;http://www.benu.cz;chrastany.eshop@benu.cz;605929918;;0;Z;ANO;
BENU LÈk·rna;00202931012;27995630;27995008;49621173;PodÏbrady;U Gar·ûÌ 839;29001;Koöa¯ov·;Lucie;Mgr.;http://www.benu.cz;podebrady.ockaufland@benu.cz;703 462 252;;1;Z;;
BENU LÈk·rna;00203195911;32995117;32995008;49621173;»eskÈ BudÏjovice;Na Ml˝nskÈ stoce 290/10;37001;Tuökov·;Marie;Mgr.;WWW.benu.cz;cbudejovice.mlynska@benu.cz;703 462 285;;0;Z;;
BENU LÈk·rna;00200845784;69995720;69604000;49621173;HostinnÈ;PoötovnÌ 32;54371;Sucharda;AntonÌn ;Mgr.;http://www.benu.cz ;hostinne.postovni@benu.cz;703 462 223;;1;Z;;
BENU LÈk·rna;42509000000;42995450;42509000;26343738;Ostrov;HlavnÌ t¯Ìda 1380;36301;Ouökov·;Ivana;Mgr.;http://www.benu.cz;ostrov.hlavni@benu.cz;353 822 088;;1;Z;;
BENU LÈk·rna;08995047000;08995240;08995047;49621173;Praha;Mazursk· 484/2;18100;Motlov·;Tereza ;PharmDr.;http://www.benu.cz;praha.mazurska@benu.cz;283 024 119, 731 638 030;;1;Z;;
BENU LÈk·rna;00203721963;49995300;49036000;02674602;Tachov;V·clavsk· 1560;34701;Chourov·;Renata;Mgr.;http://www.benu.cz;tachov.vaclavska@benu.cz;374 718 287;;0;Z;;
BENU LÈk·rna;00213678140;87995164;87375300;49621173;Karvin·;N·draûnÌ 1939/4a;73301;Jaworski;Tom·ö;Mgr.;www.benu.cz;karvina.ockorso@benu.cz;705837319;;0;Z;;
BENU LÈk·rna;00202224705;36995480;36333000;49621173;Milevsko;Blanick· 1651;39901;Koci·nov·;Martina;Mgr.;www.benu.cz;milevsko.blanicka@benu.cz;703 462 280;;0;Z;;
BENU LÈk·rna;00214232029;32995121;32847000;49621173;»eskÈ BudÏjovice;N·draûnÌ 119/4;37001;Lukeöov·;Jana;Mgr.;www.benu.cz;cbudejovice.nadrazni@benu.cz;705 837 324;;0;Z;;
BENU LÈk·rna;05995092001;05995980;05995092;49621173;Praha;ätef·nikova 250/6;15000;Dzoba;Marcel;PharmDr.;http://www.benu.cz;praha.andel@benu.cz;731 638 060;;0;Z;;
BENU LÈk·rna;00201534180;81995470;81763000;49621173;Slavkov u Brna;K¯enovick· 1854;68401;Makeöov·;Jaroslava;PharmDr.;https://www.benu.cz/;slavkov.krenovicka@benu.cz;703 462 270;;0;Z;;
BENU LÈk·rna;00212589562;91995198;91995528;49621173;Ostrava;Alöovo n·mÏstÌ 692/3;70800;÷rhalmi;Daniela;Mgr.;www.benu.cz;ostrava.alsovonam@benu.cz;705 837 314;;0;Z;;
BENU LÈk·rna;69612000001;69995620;69612000;49621173;VrchlabÌ;Krkonoösk· 8;54301;Psohlavec;Ji¯Ì;Mgr.;http://www.benu.cz;vrchlabi2@benu.cz;731 638 104;;1;Z;;
BENU LÈk·rna;51563000000;51995700;51563000;49621173;DÏËÌn;Duchcovsk· 1210/1;40502;Machan;Radek;PharmDr.;http://www.benu.cz;decin.duchcovsk·@benu.cz;731 638 113;;1;Z;;
BENU LÈk·rna;25995310000;25995420;25995310;49621173;MÏlnÌk;Praûsk· 221;27601;Ber·nkov·;Romana;Mgr.;http://www.benu.cz;melnik.prazska@benu.cz;731 638 148;;1;L;;
BENU LÈk·rna;28182000000;28995570;28182000;49621173;Z·py; 275;25061;ZlatnÌkov·;Magdalena;Mgr;http://www.benu.cz;brandys.octesco@benu.cz;731 638 183;;1;Z;;
BENU LÈk·rna;22995061000;22995520;22995061;49621173;Kladno;Petra BezruËe 3388;27201;Beleöov·;Monika;PharmDr.;http://www.benu.cz;kladno.occentral@benu.cz;731 638 147;;1;Z;;
BENU LÈk·rna;32074000001;32995950;32074000;49621173;TrhovÈ Sviny;Husova 143;37401;MalË·k;Karel;Mgr.;http://www.benu.cz;tsviny.husova@benu.cz;731 638 140;;1;Z;;
BENU LÈk·rna;37322000001;37995310;37322000;49621173;Vimperk;Pivovarsk· 332/18;38501;»ern·;MarkÈta;Mgr.;http://www.benu.cz;vimperk.pivovarska@benu.cz;731 638 139;;1;L;;
BENU LÈk·rna;51564000000;51995680;51564000;49621173;DÏËÌn;Boûeny NÏmcovÈ 496/2;40502;Poho¯elsk·;Michaela;PharmDr.;http://www.benu.cz;decin.bnemcove@benu.cz;731 638 143;;1;Z;;
BENU LÈk·rna;03995042001;03995940;03995042;49621173;Praha;Vinohradsk· 2828/151;13000;Kr·lov·;MagdalÈna;Mgr.;http://www.benu.cz;praha.ocflora@benu.cz;731 638 123;;1;Z;;
BENU LÈk·rna;01995029001;01995690;01995029;49621173;Praha;N·rodnÌ 339/11;11000;Chrudimsk·;Kl·ra;Mgr.;http://www.benu.cz;praha.narodni@benu.cz;731 638 116;;1;Z;;
BENU LÈk·rna;91995521000;91995132;91995521;49621173;Ostrava;BachmaËsk· 2474/1;70200;Paliderov·;Iveta;PharmDr.;http://www.benu.cz/;ostrava.sokolska@benu.cz;731 638 144;;1;Z;;
BENU LÈk·rna;05995109000;05995840;05995109;49621173;Praha;PetrûÌlkova 2835/5;15800;Kerhartov·;MarkÈta ;PharmDr.;http://www.benu.cz;praha.petrzilkova@benu.cz;731 638 150;;1;Z;;
BENU LÈk·rna;83650000000;83995350;83650000;49621173;Znojmo;Dukelsk˝ch bojovnÌk˘ 3632/156;67181;PavlÌk;Bohumil;PharmDr.;http://www.benu.cz;znojmo.ockaufland@benu.cz;731 638 179;;1;Z;;
BENU LÈk·rna;72995315000;72995245;72995315;49621173;Brno;U poöty 402/14;62500;Cagaöov·;Lucie;Mgr.;https://www.benu.cz/;brno.sliskovec@benu.cz;731 638 184;;1;Z;;
BENU LÈk·rna;37328000000;37995260;37328000;49621173;Prachatice;Krumlovsk· 1103;38301;éÌdkov·;Kate¯ina;Mgr.;http://www.benu.cz;prachatice.ockaufland@benu.cz;731 638 141;;1;Z;;
BENU LÈk·rna;05995099001;05995780;05995099;49621173;Praha;Archeologick· 2256/1;15500;Francov·;SoÚa;Mgr. ;http://www.benu.cz;praha.ocluziny@benu.cz;731 638 146;;1;Z;;
BENU LÈk·rna;05995071001;05995790;05995071;49621173;Praha;Muka¯ovskÈho 2590/2;15500;Vallo;Martin;Mgr.;http://www.benu.cz;praha.ocluka@benu.cz;731 638 145;;1;Z;;
BENU LÈk·rna;89947000001;89995950;89947000;49621173;Olomouc;8. kvÏtna 465/24;77900;Tesa¯Ìkov·;MarkÈta;Mgr;http://www.benu.cz/;Olomouc.galeriemoritz@benu.cz;731 638 157;;1;Z;;
BENU LÈk·rna;72995268000;72995184;72995268;49621173;Brno;MakovskÈho n·mÏstÌ 3147/2;61600;HrËkov·;Magdalena;PharmDr.;http://www.benu.cz/;brno.makovskeho@benu.cz;731 638 142;;1;L;;
BENU LÈk·rna;54149000001;54995690;54149000;49621173;Liberec;F¸gnerova 667/7;46001;Chytrov·;Helena;Mgr.;http://www.benu.cz;liberec.oclbc@benu.cz;731 638 038;;1;Z;;
BENU LÈk·rna;66368000000;66995400;66368000;49621173;Rychnov nad KnÏûnou;ätemberkova 1640;51601;Jansov·;Kate¯ina;PharmDr.;http://www.benu.cz;rychnov.ockaufland@benu.cz;731 638 161;;1;Z;;
BENU LÈk·rna;32087000000;32995990;32087000;49621173;»eskÈ BudÏjovice;Senov·ûnÈ n·m. 248/2;37001;SvaËina;Tom·ö;PharmDr.;http://www.benu.cz;cbudejovice.metropol@benu.cz;731 638 166;;1;Z;;
BENU LÈk·rna;72995281000;72995221;72995281;49621173;Brno;ÿÌpsk· 1476/27;62700;Baran;VÌtÏzslav;Mgr.;https://www.benu.cz;brno.ockaufland@benu.cz;731 638 164;;1;Z;;
BENU LÈk·rna;84880000000;84995400;84880000;49621173;VelkÈ Mezi¯ÌËÌ;U TrûiötÏ 2204;59401;Kochov·;Hana;Mgr.;http://www.benu.cz/;velkemezirici.ockaufland@benu.cz;731 638 163;;1;Z;;
BENU LÈk·rna;75676000000;75995980;75676000;49621173;Kyjov;Svatoborsk· 1379/104;69701;Folt˝nov·;Irena;Mgr.;http://www.benu.cz;kyjov.ockaufland@benu.cz;731 638 162;;1;Z;;
BENU LÈk·rna;78554000001;78995560;78554000;49621173;ProstÏjov;Tr·vnick· 2198/2;79601;Bruner;Rudolf;PharmDr.;http://www.benu.cz/;prostejov.travnicka@benu.cz;731 638 149;;1;Z;;
BENU LÈk·rna;85015000002;85995374;85015000;49621173;R˝ma¯ov;RadniËnÌ 191/8;79501;Karajannis;Petr;PharmDr.;http://www.benu.cz/;rymarov@benu.cz;554 211 570;;1;L;;
BENU LÈk·rna;32046000000;32995980;32046000;49621173;»eskÈ BudÏjovice;Lannova t¯. 50/21;37001;Nov·kov·;Michaela;PharmDr.;http://www.benu.cz;cbudejovice.lannova@benu.cz;731 638 039;;1;Z;;
BENU LÈk·rna;51442000000;51995820;51442000;49621173;Rumburk;T¯Ìda 9. kvÏtna 8/10;40801;Tomek;Ond¯ej;Mgr.;http://www.benu.cz;rumburk.tr9kvetna@benu.cz;731 638 170;;1;Z;;
BENU LÈk·rna;87300300000;87995112;87300300;49621173;HavÌ¯ov;Dlouh· t¯Ìda 860/1a;73601;Plucha;Tom·ö;Mgr.;http://www.benu.cz/;havirov.ocelan@benu.cz;731 638 115;;1;Z;;
BENU LÈk·rna;00000893149;45995270;46248000;22799729;Dob¯any;N·mÏstÌ T. G. M. 116;33441;Tich˝;Filip;PharmDr. ;http://www.benu.cz;dobrany@benu.cz;373 034 601;;1;Z/OOVL;;
BENU LÈk·rna;08995058001;08995480;08995058;49621173;Praha;Zenklova 32/28;18000;SochoviË;Zuzana;Mgr.;http://www.benu.cz;praha.zenklova@benu.cz;731 638 033;;1;Z;;
BENU LÈk·rna;06995072000;06995620;06995072;49621173;Praha;U silnice 949/11;16100;KuönÌr;Jaroslav;PharmDr.;http://rohlik.cz/lekarna;rohlik@benu.cz;731497277;;0;Z;ANO;
BENU LÈk·rna;82667000000;82995680;82667000;49621173;Otrokovice;Dr. E. Beneöe 1914;76502;TomaötÌkov·;Barbora;Mgr.;http://www.benu.cz;otrokovice.ockaufland@benu.cz;731 638 114;;1;Z;;
BENU LÈk·rna;49154000006;49995260;49154000;49621173;St¯Ìbro;Beneöova 511;34901;Herbolt;Daniel;PharmDr.;http://www.benu.cz;stribro@benu.cz;731 638 111;;1;Z;;
BENU LÈk·rna;86386000000;86995891;86386000;49621173;T¯inec;Za TratÌ 1357;73961;NedÏlov·;Martina;Mgr.;http://www.benu.cz/;trinec.ockaufland@benu.cz;731 638 175;;1;Z;;
BENU LÈk·rna;82638000000;82995400;82638000;49621173;ZlÌn;t¯Ìda Tom·öe Bati 3705;76001;Nesrsta;Pavel;PharmDr.;www.benu.cz;zlin.bati3705@benu.cz;731 638 070;;1;Z;;
BENU LÈk·rna;57995442000;57995430;57995442;49621173;LitvÌnov;éiûkova 151;43601;Duöovsk·;Taù·na;Mgr.;http://www.benu.cz;litvinov.poliklinikakpl@benu.cz;731 638 041;;1;Z;;
BENU LÈk·rna;08995086000;08995540;08995086;49621173;Praha;Bureöova 1664/8;18200;Fraböov·;Anna;PharmDr.;http://www.benu.cz;praha.ladvi@benu.cz;731 638 192;;0;Z;;
BENU LÈk·rna;45630000000;45995320;45630000;49621173;Nepomuk;Na Vinici III. 487;33501;NÏmcov·;ZdeÚka;Mgr.;http://www.benu.cz;nepomuk.navinici@benu.cz;731 638 195;;1;Z;;
BENU LÈk·rna;03995056000;03995600;03995056;49621173;Praha;Jana éelivskÈho 1801/22;13000;Koldinsk·;Kate¯ina;PharmDr.;http://www.benu.cz;praha.ohrada@benu.cz;731 638 188;;1;Z;;
BENU LÈk·rna;55488000001;55995440;55488000;49621173;Roudnice nad Labem;Alej 17. listopadu 2720;41301;Pr˘öa;Jan;PharmDr.;http://www.benu.cz;roudnice.ockaufland@benu.cz;731 638 159;;1;Z;;
BENU LÈk·rna;31995225001;31995120;31995225;49621173;RakovnÌk;Husovo n·mÏstÌ 2347;26901;VilÌm;Karel;Mgr.;http://www.benu.cz;rakovnik.husovonam@benu.cz;731 638 017;;1;Z;;
BENU LÈk·rna;10995053000;10995120;10995053;49621173;Praha;JabloÚov· 2992/8;10600;PospÌchalov·;Lenka;PharmDr.;http://www.benu.cz;praha.jablonova@benu.cz;267 295 372, 731 638 032;;1;O;;
BENU LÈk·rna;04995142000;04996100;04995142;49621173;Praha;Olbrachtova 2006/9a;14000;Gajdoöov·;Vanesa;PharmDr.;http://www.benu.cz;praha.olbrachtova@benu.cz;731 638 154;;1;Z;;
BENU LÈk·rna;58303000002;58995590;58303000;49621173;Teplice;Beneöovo n·mÏstÌ 424/9;41501;Srbov·;Lenka;Mgr.;http://www.benu.cz;teplice.centrum@benu.cz;731 638 194;;1;Z;;
BENU LÈk·rna;05995093001;05995990;05995093;49621173;Praha;PlzeÚsk· 344/1;15000;V˘jtÏch;Stanislav;PharmDr.;http://www.benu.cz;praha.bozdechova@benu.cz;731 638 063;;0;Z;;
BENU LÈk·rna;01995083002;01995800;01995083;49621173;Praha;Sp·len· 2121/22;11000;Pol·k;Aleö;PharmDr.;http://www.benu.cz;praha.ocquadrio@benu.cz;731 638 182;;0;Z;;
BENU LÈk·rna;00201370950;56995450;56657000;49621173;Louny;V·clava Majera 2898;44001;Habart;Miroslav;Mgr.;http://www.benu.cz;louny.ockaufland@benu.cz;703 462 241;;1;Z;;
BENU LÈk·rna;00201607700;94995059;94362000;49621173;Roûnov pod RadhoötÏm;Mezi¯ÌËsk· 2617;75661;är·mkov·;Martina;PharmDr.;;roznov.ockaufland@benu.cz;703 462 274;;0;Z;;
BENU LÈk·rna;00202528453;68995440;68652000;09839119;JevÌËko;PalackÈho n·m. 35;56943;Rambouskov·;Lucia;PharmDr.;www.benu.cz;dengroup@seznam.cz, jevicko.palackeho@benu.cz;770 600 056;;0;Z;;
BENU LÈk·rna;00202832543;65995880;65747000;49621173;Holice;Hradeck· 1265;53401;Mr·zkov·;Jitka;Mgr.;http://www.benu.cz;holice.hradecka@benu.cz;703 462 286;;1;Z;;
BENU LÈk·rna;00203717710;54995850;54823000;49621173;Liberec;Dobi·öova 1008/11;46006;Francov·;Petra;Mgr.;http://www.benu.cz;liberec.ocalbert@benu.cz;703 462 297;;1;Z;;
BENU LÈk·rna;00205039227;65995960;65767000;49621173;P¯elouË;28. ¯Ìjna 282;53501;Lebeda;Zuzana;PharmDr.;http://www.benu.cz;prelouc.28rijna@benu.cz;705 837 312;;1;Z;;
BENU LÈk·rna;00212983003;54995870;54832000;49621173;Liberec;Sousedsk· 599;46001;Bobrovov·;Zuzana;Mgr.  ;https://www.benu.cz/ ;liberec.ocgecko@benu.cz;705 837 320;;1;Z;;
BENU LÈk·rna;10995033000;10995040;10995033;49621173;Praha;V olöin·ch 449/41;10000;Wesselsk·;VÏra;Mgr.;http://www.benu.cz;praha.volsinach@benu.cz;731638052;;1;Z;;
BENU LÈk·rna;10995062000;10995160;10995062;49621173;Praha;Rubensova 2238/4;10000;Neuvirtov·;Ivana;PharmDr.;http://www.benu.cz;praha.rubensova@benu.cz;731 638 072;;1;Z;;
BENU LÈk·rna;31995206000;31995070;31995206;47537418;RakovnÌk;N·draûnÌ 225;26901;Svobodov·;Darina;PharmDr.;;lekarna2uparku@seznam.cz;313 512 398;;1;Z;;
BENU LÈk·rna;09995044000;09995270;09995044;49621173;Praha;Gener·la Janouöka 902/17;19800;Bedn·¯ov·;Radka;Mgr.;http://www.benu.cz;praha.poliklinikacm@benu.cz;731 638 025;;1;L;;
BENU LÈk·rna;44361000000;44995020;44361000;49621173;PlzeÚ;Americk· 90/11;30100;Sk¯iv·nkov·;Veronika;PharmDr.;http://www.benu.cz;plzen.americka11@benu.cz;731 638 102;;1;Z;;
BENU LÈk·rna;35623000000;35995180;35623000;49621173;Pelh¯imov;SvatovÌtskÈ n·mÏstÌ 880;39301;Pickov·;SoÚa;Mgr.;http://www.benu.cz;pelhrimov.svatovitskenam@benu.cz;731 638 118;;1;Z;;
BENU LÈk·rna;21335000000;21995030;21335000;49621173;Beroun;Politick˝ch vÏzÚ˘ 40;26601;Meltzerov·;Veronika;Mgr. ;http://www.benu.cz;beroun.polveznu@benu.cz;731 638 004;;1;LO;;
BENU LÈk·rna;41647000000;41995130;41647000;49621173;Mari·nskÈ L·znÏ;Tyröova 243/1;35301;Kakrda;Vlastimil;Mgr.;http://www.benu.cz;marlazne.tyrsova@benu.cz;731 638 094;;1;Z;;
BENU LÈk·rna;54044000000;54995060;54044000;49621173;Hr·dek nad Nisou;RevoluËnÌ 106;46334;Dobr·;Monika;Mgr.;http://www.benu.cz;hradek.revolucni@benu.cz;731 638 093;;1;Z;;
BENU LÈk·rna;61571000000;61995110;61571000;49621173;Hradec Kr·lovÈ;PospÌöilova 390/6;50003;Pourov·;Kamila;Mgr. ;http://www.benu.cz;hradec.pospisilova@benu.cz;731 638 095;;1;Z;;
BENU LÈk·rna;65458000000;65995170;65458000;49621173;Pardubice;SladkovskÈho 96;53002;Kudl·Ëkov·  ;Jana;Mgr.;http://www.benu.cz;pardubice.sladkovskeho@benu.cz;731 638 047;;1;Z;;
BENU LÈk·rna;89390000000;89995200;89390000;49621173;äternberk;»SA 8/40;78501;Dobi·öov·;Barbora;Mgr.;http://www.benu.cz;sternberk.csa@benu.cz;731 638 026;;1;Z;;
BENU LÈk·rna;86316000000;86995630;86316000;27850986;Fr˝dek-MÌstek;Novodvorsk· 3060;73801;Beniöov·;Marcela;PharmDr.;;fm.novodvorska@benu.cz, lslezska@volny.cz;558 621 148;;1;Z;;
BENU LÈk·rna;27623000000;27995200;27623000;49621173;MÏstec Kr·lovÈ;N·mÏstÌ Republiky 213;28903;Bumberov·;Jana;Mgr.;http://www.benu.cz;mestec.namrepubliky@benu.cz;731 638 036;;1;L;;
BENU LÈk·rna;82645000000;82995120;82645000;49621173;ZlÌn;Dlouh· 4215;76001;Hnilov·;Martina;PharmDr.;http://www.benu.cz;zlin.dlouha@benu.cz;731 638 071;;1;Z;;
BENU LÈk·rna;82626000000;82995070;82626000;49621173;Otrokovice;t¯. OsvobozenÌ 1388;76502;Vesel·;Dagmar;Mgr.;http://www.benu.cz;otrokovice.osvobozeni@benu.cz;731 638 084;;1;LO;;
BENU LÈk·rna;51589000000;51995440;51589000;49621173;DÏËÌn;Masarykovo n·m. 81/8;40502;LaporË·kov·  ;Olga ;Mgr.;http://www.benu.cz;decin.masarykovonam@benu.cz;731638007;;1;Z;;
BENU LÈk·rna;42495000000;42995060;42495000;49621173;Karlovy Vary;Dr. Davida Bechera 827/3;36001;Bor˘vkov·;Ren·ta ;Mgr.;http://www.benu.cz;kvary.bechera@benu.cz;731 638 012;;1;Z;;
